dirkey,word,pc1,pc2,cat,type,state
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,little,0.5996780416354316,0.22792407851929017,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,big,0.6385315058290612,0.2815595881904973,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,funny,0.439634924464404,-0.026304202215724874,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,new,0.4602836543603435,0.28708425641499224,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,careful,-0.012597535631716695,0.03854521549503194,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,called,0.046907805090616914,-0.13009800355797665,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,hot,0.4030263562323768,0.08851367060546483,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,looking,0.1665324992580775,-0.2701042553481895,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,cold,0.3924575336874017,-0.02663638249608901,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,ready,0.14695960557054277,-0.12277608508285506,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,poor,0.16948661447498298,-0.13081584626048628,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,old,0.4177890277571678,0.14617037098075714,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,green,0.42578631666380723,0.2412141221771374,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,silly,0.3539434706160922,-0.07784584463483656,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,tired,0.26500415421654605,-0.25201362347777667,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,supposed,0.013939301561423407,-0.26326358295805086,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,dirty,0.4128559198267788,0.0905983232132981,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,bad,0.3368874159650881,-0.01624865029873004,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,finished,0.030935398853687245,-0.26851907651136,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,cute,0.3334464348606312,-0.055635417508906604,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,different,0.2861135440182414,0.26002711322312955,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,happy,0.3345817121244191,-0.2024372473231179,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,broke,-0.009728874562321563,-0.07319970101167554,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,used,0.0909229805047216,-0.21276930504633204,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,white,0.32863796840638165,0.24334657180674849,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,broken,0.23337415505667447,0.06524326091442767,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,hungry,0.24245495969494724,-0.34218979704448094,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,wrong,-0.013242272208849382,0.06179718281443001,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,wet,0.2901533347503863,0.09271072258677675,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,stuck,0.09611971509692004,-0.12150989681218495,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,yummy,0.24292486979120623,-0.05572244941430971,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,beautiful,0.2641480719230414,0.03706058079747594,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,bigger,0.21716817508364702,0.1532356704837918,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,small,0.3556663376770735,0.35715078516266213,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,lost,0.05093751917540178,-0.1374771794578772,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,pink,0.4093659503740484,0.107575687509148,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,fine,-0.00382430469086476,0.018670161071192515,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,full,0.16789701893316714,-0.005767920205572527,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,busy,0.2672931624420639,-0.044245878153247015,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,awful,-0.05500924110581709,-0.0931545811015243,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_444/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,sick,0.21268466846306422,-0.24491080425257947,adjective,real,none
