dirkey,word,pc1,pc2,cat,type,state
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,little,0.5948235211134382,0.13953080908344212,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,big,0.6494261235292083,0.24811797263419408,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,funny,0.41899489195703704,0.030207479364902104,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,new,0.49193415075278113,0.13867953734548163,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,careful,0.054563234067202634,0.0965908671476862,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,called,0.017557771758617703,-0.3894556350512787,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,hot,0.3899296419024189,0.1651486172217944,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,looking,0.1918445871758723,-0.32009977656498,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,cold,0.3806856868889895,0.06539944325665584,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,ready,0.11935657799100295,-0.1736537563332305,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,poor,0.21443640670655476,-0.0963052938733381,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,old,0.44848955954273245,0.09544407221925441,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,green,0.3797580125739116,0.14161990404565808,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,silly,0.3220851717249358,-0.006437621960633114,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,tired,0.2700456908635722,-0.15466471259140435,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,supposed,0.010297701375552741,-0.4294360448903761,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,dirty,0.38355230430599474,0.036629255847426816,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,bad,0.36110058242567034,0.053792515155874444,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,finished,-0.0185155495120495,-0.3777103708709635,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,cute,0.37847839797799937,0.0155869561264995,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,different,0.26543647892094113,0.13797065041267556,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,happy,0.3018174343863388,0.07846753750560526,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,broke,-0.07504428410043118,-0.36721031512330443,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,used,0.05828281411197779,-0.3560520817735433,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,white,0.3393231380885319,0.07564445202340858,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,broken,0.20678350318726538,-0.17741502094251052,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,hungry,0.27640235785800843,-0.16126400524285003,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,wrong,0.024173751531630316,-0.20016063125700678,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,wet,0.2537695637834246,-0.017861961643083093,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,stuck,0.13444178112688351,-0.3186937624292597,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,yummy,0.24355250186112276,0.06078587936095247,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_1709/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,beautiful,0.2882133534288102,0.18514500530429578,adjective,real,none
