dirkey,word,pc1,pc2,cat,type,state
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,little,0.5965474624240484,-0.19736409834535482,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,big,0.6334544679796263,-0.295105286357031,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,funny,0.4262115488099874,-0.04148506610610728,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,new,0.49067466069102855,-0.19936857120352774,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,careful,-0.028679121332897357,-0.16739878462965982,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,called,0.05627049351205328,0.29145230307794123,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,hot,0.40278132190833593,-0.11456780034032876,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,looking,0.15144670887885778,0.31788789373497817,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,cold,0.38039592647280396,-0.056077079952829754,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,ready,0.1318552350411621,0.1548682238816912,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,poor,0.21468978952656692,0.06648438768560687,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,old,0.39143380464620037,-0.07010265435475974,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,green,0.3661915276871671,-0.11992478028559557,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,silly,0.3393294817687324,0.023766987540437778,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,tired,0.2794159381723706,0.18256423603982422,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,supposed,0.03993297365153038,0.34266427944539846,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,dirty,0.41173391690766936,-0.054544959048864285,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,bad,0.3366756774786818,-0.027258622711678768,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,finished,0.02976346119248307,0.3041751010158619,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,cute,0.3736072884470725,-0.003999916738813161,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,different,0.21109224193356782,-0.20699245393034765,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,happy,0.35481310976433844,0.09412022340464511,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,broke,-0.05739372166860351,0.14113410896521117,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,used,0.047226006380310596,0.2827592954996859,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,white,0.30586733585967624,-0.2209686108718091,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,broken,0.21018239396862595,0.009122461289773504,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,hungry,0.22947209297082882,0.2524126103709058,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,wrong,0.014063353409113374,0.08193112268527207,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,wet,0.2877463096350695,-0.06443116886863277,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,stuck,0.18023371575560249,0.17365790927055857,adjective,real,none
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,yummy,0.21665023677267709,0.014323553981917635,adjective,real,none
