dirkey,word,cat,rep_type,start,end,projection_movement
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,[unused_1],adjective,pca,0.32203542519243455,0.14655470599980114,0.24538344196939918
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,[unused_2],adverb,pca,0.10069870216608696,0.19693409037293796,-0.13257641035725234
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,[unused_1],adjective,emb,0.46707600355148315,0.7730907797813416,0.21236124634742737
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,[unused_2],adverb,emb,0.39618873596191406,0.7304306626319885,-0.14460483193397522
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_advn_unused_token_numbers_1_2_learning_rate_0.01_seed_3,[unused_1],noun,pca,0.4105363108261447,0.282054478408367,0.1283913234704555
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_advn_unused_token_numbers_1_2_learning_rate_0.01_seed_3,[unused_2],adverb,pca,0.0850707221626617,0.07992038411593248,-0.0066735889495971035
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_advn_unused_token_numbers_1_2_learning_rate_0.01_seed_3,[unused_1],noun,emb,0.5265503525733948,0.5148525238037109,0.12315724045038223
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_advn_unused_token_numbers_1_2_learning_rate_0.01_seed_3,[unused_2],adverb,emb,0.39618873596191406,0.5057658553123474,-0.008892074227333069
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_2,[unused_1],adjective,pca,0.32203542519243455,0.15471646424415256,0.2454978960649991
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_2,[unused_2],adverb,pca,0.10069870216608696,0.21336871076053154,-0.14913647914913486
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_2,[unused_1],adjective,emb,0.46707600355148315,0.7788652777671814,0.21309050917625427
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_2,[unused_2],adverb,emb,0.39618873596191406,0.7696440815925598,-0.16163323819637299
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_4,[unused_1],adjective,pca,0.32203542519243455,0.15557110810694488,0.24189543281329345
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_4,[unused_2],adverb,pca,0.10069870216608696,0.20760016495731975,-0.14709943616565668
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_4,[unused_1],adjective,emb,0.46707600355148315,0.7658677697181702,0.2082335650920868
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_4,[unused_2],adverb,emb,0.39618873596191406,0.7471600770950317,-0.15903343260288239
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,[unused_1],adjective,pca,0.25538446929048997,0.16879799162944795,0.3348018566123782
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,[unused_2],verb,pca,0.3733814218717931,0.06057828228361478,0.3923697995901944
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,[unused_1],adjective,emb,0.46707600355148315,1.1588995456695557,0.3133612275123596
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,[unused_2],verb,emb,0.5411085486412048,1.0286251306533813,0.3858911097049713
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_nv_unused_token_numbers_1_2_learning_rate_0.01_seed_1,[unused_1],noun,pca,0.28000321365213676,0.06262888278154832,0.2165847319287064
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_nv_unused_token_numbers_1_2_learning_rate_0.01_seed_1,[unused_2],verb,pca,0.2882188324610483,0.07879305595743177,0.23359575417091308
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_nv_unused_token_numbers_1_2_learning_rate_0.01_seed_1,[unused_1],noun,emb,0.5265503525733948,0.7409870028495789,0.20971354842185974
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_nv_unused_token_numbers_1_2_learning_rate_0.01_seed_1,[unused_2],verb,emb,0.5411085486412048,0.7054340839385986,0.23153014481067657
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_3,[unused_1],adjective,pca,0.32203542519243455,0.151688891508479,0.24367900344415136
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_3,[unused_2],adverb,pca,0.10069870216608696,0.20910076853034035,-0.14811428173151034
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_3,[unused_1],adjective,emb,0.46707600355148315,0.778763473033905,0.21073341369628906
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_3,[unused_2],adverb,emb,0.39618873596191406,0.7658443450927734,-0.16245882213115692
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_advv_unused_token_numbers_1_2_learning_rate_0.01_seed_2,[unused_1],adverb,pca,0.17460366953368192,0.16895891157373363,0.0010937278175073284
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_advv_unused_token_numbers_1_2_learning_rate_0.01_seed_2,[unused_2],verb,pca,0.36512906637919995,0.23968775573595474,0.13317079217998865
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_advv_unused_token_numbers_1_2_learning_rate_0.01_seed_2,[unused_1],adverb,emb,0.39618873596191406,0.6064112782478333,0.01531536877155304
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_advv_unused_token_numbers_1_2_learning_rate_0.01_seed_2,[unused_2],verb,emb,0.5411085486412048,0.5528822541236877,0.12555702030658722
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjn_unused_token_numbers_1_2_learning_rate_0.001_seed_4,[unused_1],noun,pca,0.34537940830104746,0.2977274477593826,0.045393351153649786
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjn_unused_token_numbers_1_2_learning_rate_0.001_seed_4,[unused_2],adjective,pca,0.2187844400136556,0.19118838140824396,0.01259203803264014
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjn_unused_token_numbers_1_2_learning_rate_0.001_seed_4,[unused_1],noun,emb,0.5265503525733948,0.4918506145477295,0.04547562822699547
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_adjn_unused_token_numbers_1_2_learning_rate_0.001_seed_4,[unused_2],adjective,emb,0.46707600355148315,0.4303155541419983,0.012085340917110443
checkpoints/smolm-autoreg-bpe-seed_666/unused_pairs_1/childes_advv_unused_token_numbers_1_2_learning_rate_0.01_seed_3,[unused_1],adverb,pca,0.17460366953368192,0.1455529721217532,0.03208523456894041
