dirkey,word,cat,rep_type,start,end,projection_movement
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,[unused_1],adjective,pca,0.31702409748208576,0.17630176594026373,0.1293743971434614
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,[unused_2],adverb,pca,0.09544305646893171,0.11120377312856054,-0.03889084886304012
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,[unused_1],adjective,emb,0.46787431836128235,0.48333606123924255,0.12603244185447693
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_5,[unused_2],adverb,emb,0.3969314694404602,0.4701964259147644,-0.040743231773376465
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_advn_unused_token_numbers_1_2_learning_rate_0.001_seed_3,[unused_1],noun,pca,0.4113259335026164,0.40593903068798065,0.005449468922518186
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_advn_unused_token_numbers_1_2_learning_rate_0.001_seed_3,[unused_2],adverb,pca,0.09056227369543127,0.08903974881504922,-0.0015090146788521164
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_advn_unused_token_numbers_1_2_learning_rate_0.001_seed_3,[unused_1],noun,emb,0.5268750190734863,0.5224125385284424,0.005391016602516174
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_advn_unused_token_numbers_1_2_learning_rate_0.001_seed_3,[unused_2],adverb,emb,0.3969314694404602,0.3942933678627014,-0.0015432685613632202
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_2,[unused_1],adjective,pca,0.31702409748208576,0.19446517757261877,0.11044474450886306
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_2,[unused_2],adverb,pca,0.09544305646893171,0.10097387444858491,-0.03719610193330897
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_2,[unused_1],adjective,emb,0.46787431836128235,0.4820140302181244,0.10751120746135712
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.001_seed_2,[unused_2],adverb,emb,0.3969314694404602,0.4615626335144043,-0.03850790858268738
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_4,[unused_1],adjective,pca,0.31702409748208576,0.538989653690982,0.47524400423265445
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_4,[unused_2],adverb,pca,0.09544305646893171,0.18032829641750403,-0.06441980783347959
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_4,[unused_1],adjective,emb,0.46787431836128235,1.4586318731307983,0.49345827102661133
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjadv_unused_token_numbers_1_2_learning_rate_0.01_seed_4,[unused_2],adverb,emb,0.3969314694404602,1.3778852224349976,-0.08628589659929276
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,[unused_1],adjective,pca,0.25657128637056387,0.5246259400479888,0.7324329614347843
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,[unused_2],verb,pca,0.36974512144780536,0.4692815006482031,0.37758111579186804
checkpoints/smolm-autoreg-bpe-seed_999/unused_pairs_1/childes_adjv_unused_token_numbers_1_2_learning_rate_0.01_seed_5,[unused_1],adjective,emb,0.46787431836128235,1.8340462446212769,0.6713394522666931
